episode_id,metric,left_segment,right_segment,left_value,right_value,difference,ratio
1,log_rv_ratio__lag1,pre_entry,early_residence,0.6351498189687294,0.579157211197991,-0.055992607770738334,0.911843464174088
2,log_rv_ratio__lag1,pre_entry,early_residence,0.6610094932730318,0.4484762785164201,-0.21253321475661174,0.6784717664125524
5,log_rv_ratio__lag1,pre_entry,early_residence,0.500453637185751,0.5476095377395387,0.04715590055378771,1.094226311989586
6,log_rv_ratio__lag1,pre_entry,early_residence,0.5845587155848345,0.5831553369733922,-0.0014033786114423519,0.9975992512402483
7,log_rv_ratio__lag1,pre_entry,early_residence,0.5903681058881626,0.35368290510186023,-0.23668520078630234,0.5990887745701845
8,log_rv_ratio__lag1,pre_entry,early_residence,0.3893770967780478,0.655292819553596,0.26591572277554815,1.6829259475606113
11,log_rv_ratio__lag1,pre_entry,early_residence,0.5152950680785092,-0.2153030589446496,-0.7305981270231588,-0.4178248003566114
13,log_rv_ratio__lag1,pre_entry,early_residence,0.5386719333595565,0.24399339302642198,-0.29467854033313456,0.45295360295588216
14,log_rv_ratio__lag1,pre_entry,early_residence,0.4452626997721015,-0.36423023424708534,-0.8094929340191868,-0.8180120060214096
15,log_rv_ratio__lag1,pre_entry,early_residence,0.6500357430589341,0.6816261876184458,0.031590444559511766,1.0485980115660312
16,log_rv_ratio__lag1,pre_entry,early_residence,0.48863469913608476,0.588546011666474,0.09991131253038926,1.2044703593646426
17,log_rv_ratio__lag1,pre_entry,early_residence,0.7160024819203143,0.7250227514227222,0.009020269502407863,1.0125980980934808
18,log_rv_ratio__lag1,pre_entry,early_residence,0.6733550908603484,0.5308950426261769,-0.14246004823417147,0.7884325073533643
20,log_rv_ratio__lag1,pre_entry,early_residence,0.1223624532529033,0.7049322543729649,0.5825698011200616,5.761017662141707
22,log_rv_ratio__lag1,pre_entry,early_residence,0.32760550976407954,0.5554904744634891,0.22788496469940955,1.695607851233997
23,log_rv_ratio__lag1,pre_entry,early_residence,0.463612578668551,0.5845066375559854,0.12089405888743443,1.2607652692138553
24,log_rv_ratio__lag1,pre_entry,early_residence,0.5845066375559854,0.6282738765431632,0.043767238987177826,1.0748789426415808
25,log_rv_ratio__lag1,pre_entry,early_residence,-0.1278725450503989,0.4948311514752011,0.6227036965256001,-3.869721614441719
26,log_rv_ratio__lag1,pre_entry,early_residence,0.6934802765410241,-0.02289137736229847,-0.7163716539033226,-0.033009413730520555
27,log_rv_ratio__lag1,pre_entry,early_residence,0.5380201573789021,0.45965080215578547,-0.07836935522311661,0.8543375110610869
28,log_rv_ratio__lag1,pre_entry,early_residence,0.7594338776322055,0.3060971583336015,-0.453336719298604,0.4030596571329738
29,log_rv_ratio__lag1,pre_entry,early_residence,0.051094465401979684,0.662669912742385,0.6115754473404053,12.969504769820126
30,log_rv_ratio__lag1,pre_entry,early_residence,0.6811184238393831,0.626599287107598,-0.0545191367317851,0.9199564498278181
31,log_rv_ratio__lag1,pre_entry,early_residence,0.5772917624435582,0.0908177539428801,-0.48647400850067807,0.157316906027668
32,log_rv_ratio__lag1,pre_entry,early_residence,0.3145406011549101,0.21852877830044734,-0.09601182285446277,0.6947553908718535
33,log_rv_ratio__lag1,pre_entry,early_residence,0.5566397141564696,0.6918735902093651,0.1352338760528955,1.242946869606364
34,log_rv_ratio__lag1,pre_entry,early_residence,0.5720704226883648,0.6065323394544666,0.034461916766101774,1.0602406896062775
35,log_rv_ratio__lag1,pre_entry,early_residence,0.6883782735732444,0.612606604164947,-0.07577166940829738,0.8899272793503772
36,log_rv_ratio__lag1,pre_entry,early_residence,0.299901834070483,0.7466137239006725,0.4467118898301895,2.489527035453885
37,log_rv_ratio__lag1,pre_entry,early_residence,0.6293422421272172,0.2253220879724901,-0.40402015415472714,0.3580279105544973
38,log_rv_ratio__lag1,pre_entry,early_residence,0.6088005082325298,0.6787613728695009,0.06996086463697104,1.1149159103695256
39,log_rv_ratio__lag1,pre_entry,early_residence,0.6696374662834884,0.4131637958659714,-0.256473670417517,0.6169962355288229
40,log_rv_ratio__lag1,pre_entry,early_residence,0.7689664886038362,0.37192290741197676,-0.39704358119185945,0.48366595023829145
41,log_rv_ratio__lag1,pre_entry,early_residence,0.7988390683258992,0.6400403585002831,-0.15879870982561617,0.801213140265654
42,log_rv_ratio__lag1,pre_entry,early_residence,0.4310699976643506,0.2883082198843443,-0.14276177778000632,0.6688199629908674
43,log_rv_ratio__lag1,pre_entry,early_residence,0.5976863989932066,0.2940613492944903,-0.30362504969871634,0.4919993993335502
44,log_rv_ratio__lag1,pre_entry,early_residence,0.4628592528876609,0.7371668101856274,0.27430755729796646,1.592637082626374
45,log_rv_ratio__lag1,pre_entry,early_residence,0.5790563916069584,0.45315942035276485,-0.12589697125419358,0.7825825375922149
47,log_rv_ratio__lag1,pre_entry,early_residence,0.3090578836583642,0.2939460452903663,-0.015111838367997898,0.9511035337810613
48,log_rv_ratio__lag1,pre_entry,early_residence,0.4584550356422355,0.6353852072678489,0.17693017162561336,1.3859269892798916
1,downside_pressure__lag1,pre_entry,early_residence,0.610351839836538,0.5607526358018474,-0.049599204034690536,0.9187367010346459
2,downside_pressure__lag1,pre_entry,early_residence,0.6143503114319815,0.5700548418884795,-0.04429546954350194,0.9278986781332393
5,downside_pressure__lag1,pre_entry,early_residence,0.41551868547936216,0.5083705674845358,0.09285188200517364,1.223460184222655
6,downside_pressure__lag1,pre_entry,early_residence,0.25314794488055914,0.5140302459483201,0.260882301067761,2.0305527117387863
7,downside_pressure__lag1,pre_entry,early_residence,0.6397212811586414,0.457081973684036,-0.18263930747460533,0.7145017480990858
8,downside_pressure__lag1,pre_entry,early_residence,0.5863292880282953,0.6085016371958067,0.02217234916751143,1.0378155238365672
11,downside_pressure__lag1,pre_entry,early_residence,0.515791142393977,0.29619661107271533,-0.21959453132126172,0.5742568778865754
13,downside_pressure__lag1,pre_entry,early_residence,0.6948028127694649,0.7368384176755168,0.04203560490605196,1.0605000499904416
14,downside_pressure__lag1,pre_entry,early_residence,0.5125052803117007,-0.2580673736717897,-0.7705726539834905,-0.5035409069636037
15,downside_pressure__lag1,pre_entry,early_residence,0.2540557941497172,0.16816673928885148,-0.0858890548608657,0.6619283762123112
16,downside_pressure__lag1,pre_entry,early_residence,0.21823230902880728,0.4656479170279918,0.24741560799918452,2.133725840597347
17,downside_pressure__lag1,pre_entry,early_residence,0.5894803896838224,0.45477518454726024,-0.1347052051365622,0.7714848407275879
18,downside_pressure__lag1,pre_entry,early_residence,0.632344204891824,0.587927354700181,-0.04441685019164299,0.929758429273118
20,downside_pressure__lag1,pre_entry,early_residence,0.20363247650757987,0.5222407445874258,0.3186082680798459,2.5646240400557434
22,downside_pressure__lag1,pre_entry,early_residence,0.43581627748874935,0.6410710601500683,0.20525478266131897,1.4709663068209233
23,downside_pressure__lag1,pre_entry,early_residence,-0.012024835981887203,0.6155029684577146,0.6275278044396018,-51.18597620664729
24,downside_pressure__lag1,pre_entry,early_residence,0.6155029684577146,0.7456401675742175,0.1301371991165029,1.2114322851156865
25,downside_pressure__lag1,pre_entry,early_residence,0.5334607941769961,0.44500068322759256,-0.08846011094940354,0.8341769218750619
26,downside_pressure__lag1,pre_entry,early_residence,0.7692165933609996,0.6172128457732403,-0.15200374758775925,0.8023914864815941
27,downside_pressure__lag1,pre_entry,early_residence,0.6578921521145955,0.739559288203957,0.08166713608936149,1.124134534553828
28,downside_pressure__lag1,pre_entry,early_residence,0.8273542262302864,0.2864055002401257,-0.5409487259901608,0.3461703477905573
29,downside_pressure__lag1,pre_entry,early_residence,0.4318468798647746,0.5099584486723961,0.07811156880762155,1.180877927917601
30,downside_pressure__lag1,pre_entry,early_residence,0.5241007866316866,0.722264615874833,0.19816382924314646,1.3781025220677767
31,downside_pressure__lag1,pre_entry,early_residence,0.6705288727874928,0.034518261457409785,-0.6360106113300831,0.05147915751026798
32,downside_pressure__lag1,pre_entry,early_residence,0.1800973207166635,0.7143444593007963,0.5342471385841328,3.9664357940373374
33,downside_pressure__lag1,pre_entry,early_residence,0.7361891564106267,0.6678422125215353,-0.06834694388909135,0.9071611646355611
34,downside_pressure__lag1,pre_entry,early_residence,0.5651945938322263,0.5864395571990866,0.021244963366860325,1.0375887589844264
35,downside_pressure__lag1,pre_entry,early_residence,0.762756044861822,0.5884849929954241,-0.1742710518663979,0.7715245221059268
36,downside_pressure__lag1,pre_entry,early_residence,0.6152641315881399,0.576389211609437,-0.03887491997870285,0.9368158844586671
37,downside_pressure__lag1,pre_entry,early_residence,0.7549085251640137,0.7040825470138657,-0.050825978150148,0.9326726663484091
38,downside_pressure__lag1,pre_entry,early_residence,0.5794317329210861,0.6003246689997622,0.02089293607867615,1.036057631799606
39,downside_pressure__lag1,pre_entry,early_residence,0.6387799589831811,0.728403067754614,0.08962310877143298,1.1403035701278048
40,downside_pressure__lag1,pre_entry,early_residence,0.7373265910214402,0.71549561775789,-0.021830973263550213,0.97039171850115
41,downside_pressure__lag1,pre_entry,early_residence,0.7207300756331756,0.5798966132683389,-0.14083346236483674,0.8045961072997936
42,downside_pressure__lag1,pre_entry,early_residence,0.13640769086261753,0.3548556106484702,0.21844791978585268,2.601434042350747
43,downside_pressure__lag1,pre_entry,early_residence,0.6138083719632526,0.5173540998528358,-0.0964542721104168,0.8428593083507318
44,downside_pressure__lag1,pre_entry,early_residence,0.7991396714502449,0.4232316994738261,-0.3759079719764188,0.5296091717055708
45,downside_pressure__lag1,pre_entry,early_residence,0.6121760725803275,0.5272812307563006,-0.08489484182402685,0.8613228356570777
47,downside_pressure__lag1,pre_entry,early_residence,0.26757948786768226,0.5983081477420151,0.33072865987433286,2.2360015429802966
48,downside_pressure__lag1,pre_entry,early_residence,0.792421914273456,0.7855155708461901,-0.006906343427265926,0.9912845123249802
1,drawdown_state__lag1,pre_entry,early_residence,0.4714782503364447,0.39737211855680665,-0.07410613177963804,0.8428217383797529
2,drawdown_state__lag1,pre_entry,early_residence,0.17458903659447994,0.5876462960094228,0.4130572594149428,3.36588314748741
5,drawdown_state__lag1,pre_entry,early_residence,0.48681723111914244,0.6544821185673836,0.16766488744824115,1.3444103386866504
6,drawdown_state__lag1,pre_entry,early_residence,0.3163221797010312,0.7282334958351258,0.41191131613409454,2.302189168408641
7,drawdown_state__lag1,pre_entry,early_residence,0.7138118823514904,0.3667207881682609,-0.3470910941832295,0.513749906992558
8,drawdown_state__lag1,pre_entry,early_residence,0.6260990755104732,0.13864409046650156,-0.4874549850439716,0.22144113589923736
11,drawdown_state__lag1,pre_entry,early_residence,0.5178929250394211,0.3585730705973292,-0.1593198544420919,0.6923691235404215
13,drawdown_state__lag1,pre_entry,early_residence,0.7158772049188856,0.4860720637209784,-0.22980514119790724,0.6789880448505887
14,drawdown_state__lag1,pre_entry,early_residence,0.729615616187429,0.05869402652937167,-0.6709215896580574,0.08044513470815559
15,drawdown_state__lag1,pre_entry,early_residence,0.2734882086889416,0.00356760665333563,-0.26992060203560597,0.013044828040075883
16,drawdown_state__lag1,pre_entry,early_residence,0.40828312462616634,0.3446116475606625,-0.06367147706550386,0.8440506765401999
17,drawdown_state__lag1,pre_entry,early_residence,0.7475613209856489,0.6105098310702918,-0.1370514899153571,0.8166685647477632
18,drawdown_state__lag1,pre_entry,early_residence,0.4478475878974184,0.2375653825592337,-0.2102822053381847,0.5304603373539866
20,drawdown_state__lag1,pre_entry,early_residence,0.5691131806994859,0.33437238228111615,-0.23474079841836976,0.5875323110073564
22,drawdown_state__lag1,pre_entry,early_residence,0.5021659461734885,0.5677848319563111,0.0656188857828226,1.1306717157601773
23,drawdown_state__lag1,pre_entry,early_residence,0.490690105371938,0.6915133850384704,0.20082327966653235,1.409267025089716
24,drawdown_state__lag1,pre_entry,early_residence,0.6915133850384704,0.5853868919164313,-0.10612649312203903,0.8465300955582588
25,drawdown_state__lag1,pre_entry,early_residence,0.7920439532822053,0.5352851218490956,-0.25675883143310974,0.6758275467300657
26,drawdown_state__lag1,pre_entry,early_residence,0.4886526476466799,0.3421719867270083,-0.1464806609196716,0.7002356139373987
27,drawdown_state__lag1,pre_entry,early_residence,0.4584435391670582,0.6357435120190494,0.17729997285199123,1.3867433123261501
28,drawdown_state__lag1,pre_entry,early_residence,0.853016389419459,0.2765736828803586,-0.5764427065391005,0.3242302097719219
29,drawdown_state__lag1,pre_entry,early_residence,0.47357628317664396,0.6209538489147514,0.1473775657381074,1.311201322729955
30,drawdown_state__lag1,pre_entry,early_residence,0.6445111903301571,0.6934129492451033,0.04890175891494619,1.0758741813154489
31,drawdown_state__lag1,pre_entry,early_residence,0.6060255611940636,-0.2661937628846412,-0.8722193240787048,-0.43924510768185193
32,drawdown_state__lag1,pre_entry,early_residence,0.5803143984467957,0.49736182016882186,-0.08295257827797381,0.8570557985464511
33,drawdown_state__lag1,pre_entry,early_residence,0.7567879268553082,0.6051339573792741,-0.15165396947603405,0.7996083657066201
34,drawdown_state__lag1,pre_entry,early_residence,0.3620111689991184,0.7235940374584112,0.3615828684592928,1.9988168858408162
35,drawdown_state__lag1,pre_entry,early_residence,0.6847642021350782,0.5755578540909646,-0.10920634804411355,0.840519776437479
36,drawdown_state__lag1,pre_entry,early_residence,0.44292033757461124,0.5811912290328195,0.13827089145820826,1.3121800462253916
37,drawdown_state__lag1,pre_entry,early_residence,0.3961144937901145,0.6813679523229825,0.28525345853286804,1.7201288087277429
38,drawdown_state__lag1,pre_entry,early_residence,0.6885005595789034,0.17488573959826056,-0.5136148199806428,0.2540095823672578
39,drawdown_state__lag1,pre_entry,early_residence,0.05910221046889567,0.5006173762056859,0.4415151657367902,8.470366374353308
40,drawdown_state__lag1,pre_entry,early_residence,0.6809823479798333,0.43330197041419477,-0.2476803775656385,0.6362895774018311
41,drawdown_state__lag1,pre_entry,early_residence,0.6607675959448955,0.14239041324927967,-0.5183771826956158,0.21549242747847197
42,drawdown_state__lag1,pre_entry,early_residence,0.39459362242568935,0.43501661415291093,0.04042299172722158,1.1024420807379727
43,drawdown_state__lag1,pre_entry,early_residence,0.22843733454474874,0.513410062303148,0.28497272775839927,2.247487536686241
44,drawdown_state__lag1,pre_entry,early_residence,0.8529701057931791,0.418312710201685,-0.43465739559149413,0.4904189576640496
45,drawdown_state__lag1,pre_entry,early_residence,0.7073808392412602,-0.10493250864216809,-0.8123133478834282,-0.14833948394010668
47,drawdown_state__lag1,pre_entry,early_residence,0.5362701286034463,0.39126522979112066,-0.1450048988123256,0.729604743807105
48,drawdown_state__lag1,pre_entry,early_residence,0.510692942674608,0.5690961336119889,0.05840319093738089,1.1143606775365074
1,log_rv_ratio__same_side_run_length,pre_entry,early_residence,3.3333333333333335,2.8,-0.5333333333333337,0.8399999999999999
2,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,3.0,-2.0,0.6
5,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,5.0,0.0,1.0
6,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,4.0,-1.0,0.8
7,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,2.5,-1.5,0.625
8,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.0,5.0,3.0,2.5
11,log_rv_ratio__same_side_run_length,pre_entry,early_residence,3.3333333333333335,2.5,-0.8333333333333335,0.75
13,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,3.3333333333333335,-1.6666666666666665,0.6666666666666667
14,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.2222222222222223,4.0,1.7777777777777777,1.7999999999999998
15,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.5,3.5,1.0,1.4
16,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.5,3.3333333333333335,0.8333333333333335,1.3333333333333335
17,log_rv_ratio__same_side_run_length,pre_entry,early_residence,6.666666666666667,3.3333333333333335,-3.3333333333333335,0.5
18,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.857142857142857,2.0,-0.8571428571428572,0.7
20,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.2222222222222223,6.666666666666667,4.444444444444445,3.0
22,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,5.0,1.0,1.25
23,log_rv_ratio__same_side_run_length,pre_entry,early_residence,6.666666666666667,5.0,-1.666666666666667,0.75
24,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,2.857142857142857,-2.142857142857143,0.5714285714285714
25,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.5,2.6666666666666665,0.16666666666666652,1.0666666666666667
26,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,2.0,-2.0,0.5
27,log_rv_ratio__same_side_run_length,pre_entry,early_residence,10.0,4.0,-6.0,0.4
28,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,3.0,-1.0,0.75
29,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,4.0,-1.0,0.8
30,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,4.0,0.0,1.0
31,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,2.5,-2.5,0.5
32,log_rv_ratio__same_side_run_length,pre_entry,early_residence,3.3333333333333335,3.2,-0.1333333333333333,0.96
33,log_rv_ratio__same_side_run_length,pre_entry,early_residence,3.3333333333333335,6.666666666666667,3.3333333333333335,2.0
34,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.857142857142857,2.5,-0.3571428571428572,0.875
35,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,2.857142857142857,-2.142857142857143,0.5714285714285714
36,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,4.0,-1.0,0.8
37,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,3.3333333333333335,-1.6666666666666665,0.6666666666666667
38,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,2.2857142857142856,-2.7142857142857144,0.45714285714285713
39,log_rv_ratio__same_side_run_length,pre_entry,early_residence,5.0,2.2222222222222223,-2.7777777777777777,0.4444444444444445
40,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,2.857142857142857,-1.1428571428571428,0.7142857142857143
41,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,2.6666666666666665,-1.3333333333333335,0.6666666666666666
42,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.857142857142857,2.2857142857142856,-0.5714285714285716,0.7999999999999999
43,log_rv_ratio__same_side_run_length,pre_entry,early_residence,10.0,2.5,-7.5,0.25
44,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,6.666666666666667,2.666666666666667,1.6666666666666667
45,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,3.3333333333333335,-0.6666666666666665,0.8333333333333334
47,log_rv_ratio__same_side_run_length,pre_entry,early_residence,2.857142857142857,2.6666666666666665,-0.1904761904761907,0.9333333333333332
48,log_rv_ratio__same_side_run_length,pre_entry,early_residence,4.0,3.2,-0.7999999999999998,0.8
1,downside_pressure__same_side_run_length,pre_entry,early_residence,5.0,2.8,-2.2,0.5599999999999999
2,downside_pressure__same_side_run_length,pre_entry,early_residence,5.0,4.0,-1.0,0.8
5,downside_pressure__same_side_run_length,pre_entry,early_residence,3.3333333333333335,3.3333333333333335,0.0,1.0
6,downside_pressure__same_side_run_length,pre_entry,early_residence,2.857142857142857,3.3333333333333335,0.4761904761904763,1.1666666666666667
7,downside_pressure__same_side_run_length,pre_entry,early_residence,4.0,4.0,0.0,1.0
8,downside_pressure__same_side_run_length,pre_entry,early_residence,4.0,5.0,1.0,1.25
11,downside_pressure__same_side_run_length,pre_entry,early_residence,5.0,2.0,-3.0,0.4
13,downside_pressure__same_side_run_length,pre_entry,early_residence,4.0,5.0,1.0,1.25
14,downside_pressure__same_side_run_length,pre_entry,early_residence,10.0,4.0,-6.0,0.4
15,downside_pressure__same_side_run_length,pre_entry,early_residence,2.2222222222222223,3.5,1.2777777777777777,1.575
16,downside_pressure__same_side_run_length,pre_entry,early_residence,3.3333333333333335,5.0,1.6666666666666665,1.5
17,downside_pressure__same_side_run_length,pre_entry,early_residence,6.666666666666667,3.3333333333333335,-3.3333333333333335,0.5
18,downside_pressure__same_side_run_length,pre_entry,early_residence,2.857142857142857,2.5,-0.3571428571428572,0.875
20,downside_pressure__same_side_run_length,pre_entry,early_residence,2.2222222222222223,3.3333333333333335,1.1111111111111112,1.5
22,downside_pressure__same_side_run_length,pre_entry,early_residence,2.857142857142857,3.3333333333333335,0.4761904761904763,1.1666666666666667
23,downside_pressure__same_side_run_length,pre_entry,early_residence,3.3333333333333335,3.3333333333333335,0.0,1.0
24,downside_pressure__same_side_run_length,pre_entry,early_residence,3.3333333333333335,6.666666666666667,3.3333333333333335,2.0
25,downside_pressure__same_side_run_length,pre_entry,early_residence,3.3333333333333335,3.2,-0.1333333333333333,0.96
26,downside_pressure__same_side_run_length,pre_entry,early_residence,3.3333333333333335,2.3333333333333335,-1.0,0.7000000000000001
27,downside_pressure__same_side_run_length,pre_entry,early_residence,5.0,5.0,0.0,1.0
28,downside_pressure__same_side_run_length,pre_entry,early_residence,6.666666666666667,6.0,-0.666666666666667,0.8999999999999999
29,downside_pressure__same_side_run_length,pre_entry,early_residence,10.0,4.0,-6.0,0.4
30,downside_pressure__same_side_run_length,pre_entry,early_residence,4.0,4.0,0.0,1.0
31,downside_pressure__same_side_run_length,pre_entry,early_residence,4.0,2.5,-1.5,0.625
32,downside_pressure__same_side_run_length,pre_entry,early_residence,2.857142857142857,4.0,1.1428571428571428,1.4
33,downside_pressure__same_side_run_length,pre_entry,early_residence,3.3333333333333335,4.0,0.6666666666666665,1.2
34,downside_pressure__same_side_run_length,pre_entry,early_residence,5.0,3.3333333333333335,-1.6666666666666665,0.6666666666666667
35,downside_pressure__same_side_run_length,pre_entry,early_residence,10.0,4.0,-6.0,0.4
