episode_id,metric,pre_entry,early_residence,difference,ratio
1,return_sign_switch_rate,0.5263157894736842,0.5714285714285714,0.045112781954887216,1.0857142857142856
2,return_sign_switch_rate,0.5294117647058824,0.4166666666666667,-0.11274509803921567,0.7870370370370371
4,return_sign_switch_rate,0.5789473684210527,0.5,-0.07894736842105265,0.8636363636363636
5,return_sign_switch_rate,0.5263157894736842,0.3684210526315789,-0.15789473684210525,0.7
6,return_sign_switch_rate,0.5263157894736842,0.3684210526315789,-0.15789473684210525,0.7
7,return_sign_switch_rate,0.3684210526315789,0.47368421052631576,0.10526315789473684,1.2857142857142858
8,return_sign_switch_rate,0.3684210526315789,0.5789473684210527,0.21052631578947373,1.5714285714285716
10,return_sign_switch_rate,0.631578947368421,0.5,-0.13157894736842102,0.7916666666666667
11,return_sign_switch_rate,0.5263157894736842,0.4444444444444444,-0.08187134502923976,0.8444444444444444
12,return_sign_switch_rate,0.631578947368421,0.4,-0.231578947368421,0.6333333333333334
13,return_sign_switch_rate,0.5789473684210527,0.5263157894736842,-0.052631578947368474,0.909090909090909
14,return_sign_switch_rate,0.6842105263157895,0.42857142857142855,-0.25563909774436094,0.6263736263736264
15,return_sign_switch_rate,0.5263157894736842,0.7142857142857143,0.18796992481203012,1.3571428571428572
16,return_sign_switch_rate,0.6842105263157895,0.5263157894736842,-0.1578947368421053,0.7692307692307692
17,return_sign_switch_rate,0.47368421052631576,0.5789473684210527,0.10526315789473689,1.2222222222222223
18,return_sign_switch_rate,0.6842105263157895,0.631578947368421,-0.052631578947368474,0.923076923076923
20,return_sign_switch_rate,0.5789473684210527,0.47368421052631576,-0.10526315789473689,0.8181818181818181
21,return_sign_switch_rate,0.47368421052631576,0.5,0.026315789473684237,1.0555555555555556
22,return_sign_switch_rate,0.47368421052631576,0.5789473684210527,0.10526315789473689,1.2222222222222223
23,return_sign_switch_rate,0.42105263157894735,0.631578947368421,0.21052631578947367,1.5
24,return_sign_switch_rate,0.631578947368421,0.6842105263157895,0.052631578947368474,1.0833333333333335
25,return_sign_switch_rate,0.42105263157894735,0.5333333333333333,0.11228070175438598,1.2666666666666668
26,return_sign_switch_rate,0.6842105263157895,0.38461538461538464,-0.29959514170040485,0.5621301775147929
27,return_sign_switch_rate,0.6842105263157895,0.5789473684210527,-0.10526315789473684,0.8461538461538461
28,return_sign_switch_rate,0.5263157894736842,0.5454545454545454,0.019138755980861233,1.0363636363636364
29,return_sign_switch_rate,0.47368421052631576,0.47368421052631576,0.0,1.0
30,return_sign_switch_rate,0.5263157894736842,0.42105263157894735,-0.10526315789473684,0.8
31,return_sign_switch_rate,0.42105263157894735,0.8,0.3789473684210527,1.9000000000000001
32,return_sign_switch_rate,0.47368421052631576,0.5,0.026315789473684237,1.0555555555555556
33,return_sign_switch_rate,0.47368421052631576,0.5789473684210527,0.10526315789473689,1.2222222222222223
34,return_sign_switch_rate,0.631578947368421,0.5789473684210527,-0.05263157894736836,0.9166666666666667
35,return_sign_switch_rate,0.631578947368421,0.3684210526315789,-0.2631578947368421,0.5833333333333334
36,return_sign_switch_rate,0.631578947368421,0.5789473684210527,-0.05263157894736836,0.9166666666666667
37,return_sign_switch_rate,0.4444444444444444,0.47368421052631576,0.029239766081871343,1.0657894736842106
38,return_sign_switch_rate,0.3157894736842105,0.375,0.05921052631578949,1.1875
39,return_sign_switch_rate,0.6842105263157895,0.6842105263157895,0.0,1.0
40,return_sign_switch_rate,0.47368421052631576,0.6842105263157895,0.21052631578947373,1.4444444444444446
41,return_sign_switch_rate,0.42105263157894735,0.6,0.17894736842105263,1.425
42,return_sign_switch_rate,0.5263157894736842,0.4375,-0.08881578947368418,0.83125
43,return_sign_switch_rate,0.5789473684210527,0.6842105263157895,0.10526315789473684,1.1818181818181819
44,return_sign_switch_rate,0.5263157894736842,0.3684210526315789,-0.15789473684210525,0.7
45,return_sign_switch_rate,0.4444444444444444,0.5,0.05555555555555558,1.125
46,return_sign_switch_rate,0.42105263157894735,0.25,-0.17105263157894735,0.59375
47,return_sign_switch_rate,0.42105263157894735,0.5625,0.14144736842105265,1.3359375
48,return_sign_switch_rate,0.42105263157894735,0.3333333333333333,-0.08771929824561403,0.7916666666666666
1,repair_sign_switch_rate,0.5263157894736842,0.5714285714285714,0.045112781954887216,1.0857142857142856
2,repair_sign_switch_rate,0.5625,0.4166666666666667,-0.14583333333333331,0.7407407407407408
4,repair_sign_switch_rate,0.5789473684210527,0.5,-0.07894736842105265,0.8636363636363636
5,repair_sign_switch_rate,0.5,0.3684210526315789,-0.13157894736842107,0.7368421052631579
6,repair_sign_switch_rate,0.5263157894736842,0.3684210526315789,-0.15789473684210525,0.7
7,repair_sign_switch_rate,0.3684210526315789,0.47368421052631576,0.10526315789473684,1.2857142857142858
8,repair_sign_switch_rate,0.3684210526315789,0.5789473684210527,0.21052631578947373,1.5714285714285716
10,repair_sign_switch_rate,0.631578947368421,0.5,-0.13157894736842102,0.7916666666666667
11,repair_sign_switch_rate,0.5263157894736842,0.4444444444444444,-0.08187134502923976,0.8444444444444444
12,repair_sign_switch_rate,0.631578947368421,0.4,-0.231578947368421,0.6333333333333334
13,repair_sign_switch_rate,0.5789473684210527,0.5263157894736842,-0.052631578947368474,0.909090909090909
14,repair_sign_switch_rate,0.6842105263157895,0.42857142857142855,-0.25563909774436094,0.6263736263736264
15,repair_sign_switch_rate,0.5263157894736842,0.7142857142857143,0.18796992481203012,1.3571428571428572
16,repair_sign_switch_rate,0.6842105263157895,0.42105263157894735,-0.26315789473684215,0.6153846153846153
17,repair_sign_switch_rate,0.47368421052631576,0.5789473684210527,0.10526315789473689,1.2222222222222223
18,repair_sign_switch_rate,0.6842105263157895,0.631578947368421,-0.052631578947368474,0.923076923076923
20,repair_sign_switch_rate,0.5789473684210527,0.47368421052631576,-0.10526315789473689,0.8181818181818181
21,repair_sign_switch_rate,0.47368421052631576,0.5,0.026315789473684237,1.0555555555555556
22,repair_sign_switch_rate,0.47368421052631576,0.5789473684210527,0.10526315789473689,1.2222222222222223
23,repair_sign_switch_rate,0.42105263157894735,0.631578947368421,0.21052631578947367,1.5
24,repair_sign_switch_rate,0.631578947368421,0.6842105263157895,0.052631578947368474,1.0833333333333335
25,repair_sign_switch_rate,0.47368421052631576,0.5333333333333333,0.05964912280701756,1.125925925925926
26,repair_sign_switch_rate,0.6842105263157895,0.38461538461538464,-0.29959514170040485,0.5621301775147929
27,repair_sign_switch_rate,0.6842105263157895,0.5789473684210527,-0.10526315789473684,0.8461538461538461
28,repair_sign_switch_rate,0.5263157894736842,0.5454545454545454,0.019138755980861233,1.0363636363636364
29,repair_sign_switch_rate,0.47368421052631576,0.47368421052631576,0.0,1.0
30,repair_sign_switch_rate,0.5263157894736842,0.42105263157894735,-0.10526315789473684,0.8
31,repair_sign_switch_rate,0.42105263157894735,0.8,0.3789473684210527,1.9000000000000001
32,repair_sign_switch_rate,0.47368421052631576,0.5,0.026315789473684237,1.0555555555555556
33,repair_sign_switch_rate,0.47368421052631576,0.5789473684210527,0.10526315789473689,1.2222222222222223
34,repair_sign_switch_rate,0.631578947368421,0.5789473684210527,-0.05263157894736836,0.9166666666666667
35,repair_sign_switch_rate,0.7333333333333333,0.3684210526315789,-0.36491228070175435,0.5023923444976076
36,repair_sign_switch_rate,0.631578947368421,0.5789473684210527,-0.05263157894736836,0.9166666666666667
37,repair_sign_switch_rate,0.4444444444444444,0.47368421052631576,0.029239766081871343,1.0657894736842106
38,repair_sign_switch_rate,0.3157894736842105,0.375,0.05921052631578949,1.1875
39,repair_sign_switch_rate,0.6842105263157895,0.6842105263157895,0.0,1.0
40,repair_sign_switch_rate,0.47368421052631576,0.6842105263157895,0.21052631578947373,1.4444444444444446
41,repair_sign_switch_rate,0.6153846153846154,0.6,-0.015384615384615441,0.9749999999999999
42,repair_sign_switch_rate,0.5263157894736842,0.4375,-0.08881578947368418,0.83125
43,repair_sign_switch_rate,0.5789473684210527,0.6842105263157895,0.10526315789473684,1.1818181818181819
44,repair_sign_switch_rate,0.5263157894736842,0.3684210526315789,-0.15789473684210525,0.7
45,repair_sign_switch_rate,0.4444444444444444,0.5,0.05555555555555558,1.125
46,repair_sign_switch_rate,0.42105263157894735,0.25,-0.17105263157894735,0.59375
47,repair_sign_switch_rate,0.42105263157894735,0.5625,0.14144736842105265,1.3359375
48,repair_sign_switch_rate,0.42105263157894735,0.3333333333333333,-0.08771929824561403,0.7916666666666666
1,directional_coherence,0.2420319285999181,0.07572950327949278,-0.16630242532042533,0.3128905500921518
2,directional_coherence,0.35128689194491086,0.1701845347361249,-0.18110235720878595,0.4844602478444126
4,directional_coherence,0.10994624167693588,0.28644668689734665,0.17650044522041075,2.605334048061748
5,directional_coherence,0.2259050773654904,0.0744808283293573,-0.1514242490361331,0.3296996650006907
6,directional_coherence,0.2209876171680853,0.13934202692969067,-0.08164559023839463,0.6305422390418636
7,directional_coherence,0.08809218890175731,0.10837756606843514,0.02028537716667783,1.2302744138790853
8,directional_coherence,0.007983130884249989,0.09693862951474391,0.08895549863049393,12.142933758733088
10,directional_coherence,0.08495273818026867,0.7382809087062552,0.6533281705259865,8.690489847892037
11,directional_coherence,0.37315794611949915,0.6783535394091371,0.30519559328963797,1.8178724222903266
12,directional_coherence,0.28907078093243166,0.29437490219374146,0.005304121261309802,1.018348866821478
13,directional_coherence,0.214988689423157,0.0018984424597346472,-0.21309024696342235,0.008830429474352435
14,directional_coherence,0.05208420808409957,0.8805452427851701,0.8284610347010706,16.906184718472964
15,directional_coherence,0.1880854094639463,0.31743455716980024,0.12934914770585393,1.6877149486209806
16,directional_coherence,0.08276057648775348,0.05377245487031982,-0.02898812161743366,0.6497351414447532
17,directional_coherence,0.21162354819547025,0.1346625720943647,-0.07696097610110555,0.6363307545055475
18,directional_coherence,0.3675314154184944,0.12780513913000277,-0.2397262762884916,0.34773935987070875
20,directional_coherence,0.16197411556807254,0.03319759482463721,-0.12877652074343532,0.20495617283173448
21,directional_coherence,0.15322734380544034,0.3702997187050781,0.21707237489963777,2.416668653965994
22,directional_coherence,0.32752022581782264,0.18263543851538466,-0.14488478730243798,0.557631022814977
23,directional_coherence,0.06950502091163656,0.07597958159599316,0.006474560684356603,1.0931524168964408
24,directional_coherence,0.07597958159599316,0.1641862812018859,0.08820669960589272,2.1609263667035563
25,directional_coherence,0.24970321655521188,0.16494683708795677,-0.08475637946725512,0.6605715351347321
26,directional_coherence,0.264663614502199,0.5701551390172903,0.3054915245150913,2.154263403716014
27,directional_coherence,0.34157594414400083,0.09922334424260154,-0.2423525999013993,0.2904869208259326
28,directional_coherence,0.16549259700035662,0.32028007606656356,0.15478747906620693,1.9353136144565632
29,directional_coherence,0.36979032132210743,0.09469208865080724,-0.2750982326713002,0.2560696783849172
30,directional_coherence,0.06818649510868194,0.03883355914268236,-0.029352935965999576,0.5695198012566249
31,directional_coherence,0.06076916567899675,0.26738377117455386,0.2066146054955571,4.399990820788378
32,directional_coherence,0.23002656511437286,0.23198865883096734,0.0019620937165944763,1.0085298570433328
33,directional_coherence,0.3100852146235069,0.2722414841302301,-0.03784373049327683,0.8779569979199906
34,directional_coherence,0.30549885722238834,0.12072175493046672,-0.18477710229192162,0.39516270544536647
35,directional_coherence,0.09591196167175715,0.28401961572482376,0.18810765405306662,2.961253328305743
36,directional_coherence,0.23396023647220873,0.04608833732371513,-0.18787189914849362,0.1969921813153484
37,directional_coherence,0.4881740260811933,0.07872335339695644,-0.40945067268423685,0.16126083976426706
38,directional_coherence,0.5416187586215186,0.4918997119120637,-0.04971904670945493,0.9082028716361383
39,directional_coherence,0.28436717818466495,0.2296808565251907,-0.054686321659474235,0.8076911617979993
40,directional_coherence,0.32242665120635117,0.20121593773654042,-0.12121071346981074,0.624067325029417
41,directional_coherence,0.15397311202500127,0.19596461867247184,0.04199150664747056,1.2727197372009487
42,directional_coherence,0.14065825805363028,0.20088120699627754,0.060222948942647264,1.4281508229661526
43,directional_coherence,0.2607664369191856,0.009909485783810262,-0.2508569511353753,0.03800138507426599
44,directional_coherence,0.22999337312674292,0.2722122749392665,0.04221890181252355,1.183565731649398
45,directional_coherence,0.28163864868179983,0.3159349866943357,0.03429633801253584,1.1217742599357676
46,directional_coherence,0.0886532164699317,0.5945194129333389,0.5058661964634071,6.706123439243523
