model,split,n,task,rmse,corr,actual_std,pred_std,precision,recall,f1,positive_rate,average_precision,roc_auc
raw_last_baseline,train,5415,regression,0.0610388011594886,0.7896128804712804,0.09929261473339933,0.0747014317554211,,,,,,
raw_last_baseline,train,5415,q90_warning,,,,,0.6014760147601476,0.6014760147601476,0.6014760147601476,0.10009233610341643,0.6646184209421189,0.9130062252808041
raw_last_baseline,train,5415,q95_crisis,,,,,0.5830258302583026,0.5830258302583026,0.5830258302583026,0.050046168051708216,0.6153924250584868,0.9181656843784611
raw_last_baseline,val,1160,regression,0.053904351085432865,0.5297153361382319,0.06159294108086259,0.04458327537006843,,,,,,
raw_last_baseline,val,1160,q90_warning,,,,,0.05263157894736842,0.03125,0.0392156862745098,0.016379310344827588,0.082763426443076,0.7426307624113475
raw_last_baseline,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.008620689655172414,,
raw_last_baseline,test,1161,regression,0.09711360599299475,0.6099763037817262,0.12171584022776492,0.08548038264754503,,,,,,
raw_last_baseline,test,1161,q90_warning,,,,,0.4470588235294118,0.5891472868217055,0.5083612040133779,0.14642549526270457,0.5231434911171594,0.8361051018568595
raw_last_baseline,test,1161,q95_crisis,,,,,0.4393939393939394,0.5686274509803921,0.49572649572649574,0.056847545219638244,0.5689691582542981,0.7476594241300124
rydberg_temporal_features,train,5415,regression,0.0868246482285161,0.4910209183560374,0.09929261473339933,0.041236643927345745,,,,,,
rydberg_temporal_features,train,5415,q90_warning,,,,,0.42988929889298894,0.42988929889298894,0.42988929889298894,0.10009233610341643,0.4148447948381054,0.8632202595368864
rydberg_temporal_features,train,5415,q95_crisis,,,,,0.42066420664206644,0.42066420664206644,0.42066420664206644,0.050046168051708216,0.4045491189890115,0.932448795716573
rydberg_temporal_features,val,1160,regression,0.06723541996894385,0.1946237003774356,0.06159294108086259,0.026290890220903508,,,,,,
rydberg_temporal_features,val,1160,q90_warning,,,,,0.023529411764705882,0.0625,0.03418803418803419,0.07327586206896551,0.025606024816760563,0.455396719858156
rydberg_temporal_features,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.009482758620689655,,
rydberg_temporal_features,test,1161,regression,0.11369598054813114,0.3790557413095163,0.12171584022776492,0.03232050129901248,,,,,,
rydberg_temporal_features,test,1161,q90_warning,,,,,0.29411764705882354,0.3875968992248062,0.33444816053511706,0.14642549526270457,0.3953677633196105,0.6318505498467639
rydberg_temporal_features,test,1161,q95_crisis,,,,,0.45652173913043476,0.4117647058823529,0.4329896907216495,0.03962101636520241,0.41033208283441724,0.6270800211976684
raw_plus_rydberg_temporal,train,5415,regression,0.05909687016858934,0.8046740301352239,0.09929261473339933,0.0757584732106052,,,,,,
raw_plus_rydberg_temporal,train,5415,q90_warning,,,,,0.6697416974169742,0.6697416974169742,0.6697416974169742,0.10009233610341643,0.7544338105816434,0.9564802060907949
raw_plus_rydberg_temporal,train,5415,q95_crisis,,,,,0.6346863468634686,0.6346863468634686,0.6346863468634686,0.050046168051708216,0.7252207612881446,0.9796165632729423
raw_plus_rydberg_temporal,val,1160,regression,0.055466015048199806,0.4744848459853731,0.06159294108086259,0.04092383975211302,,,,,,
raw_plus_rydberg_temporal,val,1160,q90_warning,,,,,0.0,0.0,0.0,0.010344827586206896,0.03889180001193321,0.5470412234042553
raw_plus_rydberg_temporal,val,1160,q95_crisis,,,,,0.0,0.0,0.0,0.0,,
raw_plus_rydberg_temporal,test,1161,regression,0.09733033790896482,0.6063516381626487,0.12171584022776492,0.08304530270625465,,,,,,
raw_plus_rydberg_temporal,test,1161,q90_warning,,,,,0.3984375,0.3953488372093023,0.3968871595330739,0.11024978466838932,0.4524725957752555,0.763821284778559
raw_plus_rydberg_temporal,test,1161,q95_crisis,,,,,0.47368421052631576,0.17647058823529413,0.2571428571428571,0.01636520241171404,0.21811077828983302,0.5842430665960078
